"seqid","strand","gene_name","gene_id","event_type","ref_exon_start","ref_exon_end","start","end","is_intron","other_exon_start","other_exon_end","is_denovo","ref_exon_denovo","other_exon_denovo","event_denovo","dpsi_mean","dpsi_std","probability_changing","probability_nonchanging","control_raw_psi_mean","control_raw_psi_std","control_bootstrap_psi_std","control_raw_coverage","infected_raw_psi_mean","infected_raw_psi_std","infected_bootstrap_psi_std","infected_raw_coverage"
"chr2","-","TMEM18","ENSG00000151353.15","s",677289,677406,676238,677289,"False",675758,676238,"False","False","False","False",-0.0228,0.0223,3.331e-05,0.928,0.0766,0.0251,0.0362,8,0.0152,0.0095,0.012,2
"chr2","-","TMEM18","ENSG00000151353.15","s",677289,677406,675630,677289,"False",675510,675630,"False","False","False","False",0.0228,0.0223,3.33e-05,0.928,0.9234,0.0251,0.0362,102,0.9848,0.0095,0.012,161
"chr2","-","EIPR1","ENSG00000032389.13","s",3214149,3214169,3208957,3214149,"False",3207804,3208957,"False","False","False","False",-7e-04,0.0153,-8.983e-09,0.9996,0.0088,0.0122,0.0129,0,0.0056,0.0079,0.0078,0
"chr2","-","EIPR1","ENSG00000032389.13","s",3214149,3214169,3197017,3214149,"False",3196881,3197017,"False","False","False","False",7e-04,0.0153,-7.532e-08,0.9996,0.9912,0.0122,0.0129,56,0.9944,0.0079,0.0078,88
"chr2","-","EIPR1","ENSG00000032389.13","t",3257299,3257559,3257455,3338017,"False",3338017,3338149,"False","False","False","False",-0.003,0.0219,7.076e-06,0.9872,0.9647,0.0256,0.036,49,0.9525,0.0274,0.0359,56
"chr2","-","EIPR1","ENSG00000032389.13","t",3257299,3257559,3257455,3318857,"False",3318857,3318958,"False","False","False","False",-1e-04,0.0149,-5.517e-08,0.9998,0.0039,0.0087,0.0089,0,0.0034,0.0075,0.0077,0
"chr2","-","EIPR1","ENSG00000032389.13","t",3257299,3257559,3257455,3282470,"False",3282470,3282826,"False","False","False","False",-1e-04,0.0149,-5.517e-08,0.9998,0.0039,0.0087,0.0089,0,0.0034,0.0075,0.0077,0
"chr2","-","EIPR1","ENSG00000032389.13","t",3257299,3257559,3257455,3274339,"False",3274339,3274419,"False","False","False","False",-0.0059,0.018,3.57e-06,0.9934,0.0235,0.021,0.0321,1,0.0034,0.0075,0.0077,0
"chr2","-","EIPR1","ENSG00000032389.13","t",3257299,3257559,3257455,3261715,"False",3261715,3261827,"False","False","False","False",0.0097,0.0191,4.226e-06,0.9874,0.0039,0.0087,0.0089,0,0.0373,0.0245,0.0335,2
"chr2","-","EIPR1","ENSG00000032389.13","s",3338017,3338149,3318958,3338017,"False",3318857,3318958,"False","False","False","False",0.0036,0.017,2.701e-08,0.9972,0.005,0.0099,0.0102,0,0.0208,0.0183,0.0231,1
"chr2","-","EIPR1","ENSG00000032389.13","s",3338017,3338149,3274419,3338017,"False",3274339,3274419,"False","False","False","False",-1e-04,0.015,-1.791e-08,0.9997,0.005,0.0099,0.0102,0,0.0042,0.0082,0.0085,0
"chr2","-","EIPR1","ENSG00000032389.13","s",3338017,3338149,3257455,3338017,"False",3257299,3257559,"False","False","False","False",-0.0121,0.0215,3.03e-05,0.9748,0.985,0.017,0.0177,49,0.9375,0.031,0.0413,56
"chr2","-","EIPR1","ENSG00000032389.13","s",3338017,3338149,3214248,3338017,"False",3214186,3214452,"False","False","False","False",0.008,0.0189,3.009e-06,0.9896,0.005,0.0099,0.0102,0,0.0375,0.0243,0.0324,2
"chr2","-","EIPR1","ENSG00000032389.13","t",3338017,3338149,3338149,3354550,"False",3354550,3354633,"False","False","False","False",0.0012,0.016,1.288e-07,0.9989,0.9861,0.0192,0.0193,35,0.9928,0.0101,0.0104,68
"chr2","-","EIPR1","ENSG00000032389.13","t",3338017,3338149,3338149,3353206,"False",3353206,3353323,"False","False","False","False",-0.0012,0.016,1.793e-07,0.9989,0.0139,0.0192,0.0193,0,0.0072,0.0101,0.0104,0
"chr2","-","EIPR1","ENSG00000032389.13","s",3354550,3354633,3353323,3354550,"False",3353206,3353323,"False","False","False","False",-7e-04,0.0154,3.685e-08,0.9994,0.0093,0.0157,0.0157,0,0.0048,0.0083,0.0085,0
"chr2","-","EIPR1","ENSG00000032389.13","s",3354550,3354633,3338149,3354550,"False",3338017,3338149,"False","False","False","False",0.0017,0.0167,3.548e-07,0.9982,0.9815,0.0222,0.0222,35,0.9903,0.0117,0.012,68
"chr2","-","EIPR1","ENSG00000032389.13","s",3354550,3354633,3214248,3354550,"False",3214186,3214452,"False","False","False","False",-7e-04,0.0154,3.685e-08,0.9994,0.0093,0.0157,0.0157,0,0.0048,0.0083,0.0085,0
"chr2","-","EIPR1","ENSG00000032389.13","t",3354550,3354633,3354633,3377648,"False",3377648,3377830,"False","False","False","False",0.001,0.0162,1.988e-07,0.9988,0.9868,0.0182,0.0194,37,0.9921,0.0111,0.0118,62
"chr2","-","EIPR1","ENSG00000032389.13","t",3354550,3354633,3354633,3377323,"False",3377323,3377470,"False","False","False","False",-0.001,0.0162,1.634e-07,0.9988,0.0132,0.0182,0.0194,0,0.0079,0.0111,0.0118,0
"chr2","-","EIPR1","ENSG00000032389.13","s",3377648,3377830,3354633,3377648,"False",3354550,3354633,"False","False","False","False",0.0091,0.0199,6.303e-05,0.9849,0.9615,0.0304,0.0437,37,0.9921,0.0111,0.0118,62
"chr2","-","EIPR1","ENSG00000032389.13","s",3377648,3377830,3214169,3377648,"False",3214149,3214169,"False","False","False","False",-0.0091,0.0199,6.309e-05,0.9849,0.0385,0.0304,0.0437,1,0.0079,0.0111,0.0118,0
"chr2","+","TRAPPC12","ENSG00000171853.16","s",3379675,3379876,3379839,3387620,"False",3387620,3389000,"False","False","False","False",0.0044,0.0293,0.001975,0.9627,0.0926,0.0548,0.0791,2,0.1122,0.0446,0.0641,5
"chr2","+","TRAPPC12","ENSG00000171853.16","s",3379675,3379876,3379876,3387620,"False",3387620,3389000,"False","False","False","False",-0.0044,0.0293,0.001975,0.9627,0.9074,0.0548,0.0791,24,0.8878,0.0446,0.0641,43
"chr2","+","TRAPPC12","ENSG00000171853.16","t",3401777,3401893,3388670,3401777,"False",3387620,3389000,"False","False","False","False",5e-04,0.0167,5.293e-07,0.9982,0.9853,0.0203,0.0212,33,0.9884,0.0162,0.0164,42
"chr2","+","TRAPPC12","ENSG00000171853.16","t",3401777,3401893,3389779,3401777,"False",3389686,3389779,"False","False","False","False",-5e-04,0.0167,5.793e-07,0.9982,0.0147,0.0203,0.0212,0,0.0116,0.0162,0.0164,0
"chr2","+","TRAPPC12","ENSG00000171853.16","s",3465597,3465807,3465695,3466254,"False",3466254,3466393,"False","False","False","False",-4e-04,0.0151,3.43e-07,0.9995,0.0056,0.0133,0.0148,0,0.0031,0.0076,0.0077,0
"chr2","+","TRAPPC12","ENSG00000171853.16","s",3465597,3465807,3465695,3467430,"False",3467430,3468006,"False","False","False","False",-4e-04,0.0151,3.43e-07,0.9995,0.0056,0.0133,0.0148,0,0.0031,0.0076,0.0077,0
"chr2","+","TRAPPC12","ENSG00000171853.16","s",3465597,3465807,3465695,3477692,"False",3477692,3478101,"False","False","False","False",-4e-04,0.0151,3.43e-07,0.9995,0.0056,0.0133,0.0148,0,0.0031,0.0076,0.0077,0
"chr2","+","TRAPPC12","ENSG00000171853.16","s",3465597,3465807,3465695,3477695,"False",3477692,3478101,"False","False","False","False",0.0071,0.0209,0.0002022,0.9857,0.9389,0.043,0.0541,28,0.9843,0.0169,0.0171,52
"chr2","+","TRAPPC12","ENSG00000171853.16","s",3465597,3465807,3465695,3478846,"False",3478714,3478933,"False","False","False","False",-0.0052,0.0181,5.451e-05,0.9924,0.0389,0.0347,0.0448,1,0.0031,0.0076,0.0077,0
"chr2","+","TRAPPC12","ENSG00000171853.16","s",3465597,3465807,3465708,3478846,"False",3478714,3478933,"False","False","False","False",-4e-04,0.0151,3.43e-07,0.9995,0.0056,0.0133,0.0148,0,0.0031,0.0076,0.0077,0
"chr2","+","TRAPPC12","ENSG00000171853.16","t",3477692,3478101,3465695,3477692,"False",3465597,3465807,"False","False","False","False",-9e-04,0.0159,1.207e-06,0.9989,0.0115,0.0195,0.0217,0,0.0063,0.0108,0.0108,0
"chr2","+","TRAPPC12","ENSG00000171853.16","t",3477692,3478101,3465695,3477695,"False",3465597,3465807,"False","False","False","False",0.0019,0.0176,5.045e-06,0.9969,0.977,0.0274,0.0308,28,0.9874,0.0152,0.0153,52
"chr2","+","TRAPPC12","ENSG00000171853.16","t",3477692,3478101,3472602,3477695,"False",3472421,3472602,"False","False","False","False",-9e-04,0.0159,1.207e-06,0.9989,0.0115,0.0195,0.0217,0,0.0063,0.0108,0.0108,0
"chr2","-","ADI1","ENSG00000182551.14","s",3500585,3500993,3499082,3500814,"False",3497366,3499082,"False","False","False","False",-7e-04,0.0149,-7.348e-08,1,0.9969,0.0043,0.0043,161,0.9928,0.0059,0.0087,206
"chr2","-","ADI1","ENSG00000182551.14","s",3500585,3500993,3499082,3500585,"False",3497366,3499082,"False","False","False","False",7e-04,0.0149,-3.676e-08,1,0.0031,0.0043,0.0043,0,0.0072,0.0059,0.0087,1
"chr2","-","ADI1","ENSG00000182551.14","t",3513857,3513976,3513976,3519368,"False",3519368,3519531,"False","False","False","False",0.0015,0.0201,-4.989e-08,0.9947,0.9728,0.0169,0.0223,89,0.9745,0.0134,0.0174,133
"chr2","-","ADI1","ENSG00000182551.14","t",3513857,3513976,3513976,3514808,"False",3514808,3517747,"False","False","False","False",-0.0015,0.0201,-5.479e-08,0.9947,0.0272,0.0169,0.0223,2,0.0255,0.0134,0.0174,3
"chr2","-","RNASEH1","ENSG00000171865.10","t",3556789,3556904,3556904,3558133,"False",3557895,3558333,"False","False","False","False",-0.0069,0.0186,-6.998e-08,0.995,0.9892,0.013,0.0141,61,0.9641,0.0183,0.0213,98
"chr2","-","RNASEH1","ENSG00000171865.10","t",3556789,3556904,3556904,3557895,"False",3557895,3558333,"False","False","False","False",0.0014,0.0159,1.406e-08,0.9994,0.0054,0.0092,0.01,0,0.0131,0.0112,0.0136,1
"chr2","-","RNASEH1","ENSG00000171865.10","t",3556789,3556904,3556904,3557675,"False",3557675,3557843,"False","False","False","False",0.004,0.017,2.358e-08,0.9979,0.0054,0.0092,0.01,0,0.0229,0.0147,0.0188,2
"chr2","-","RNASEH1","ENSG00000171865.10","s",3557895,3558333,3557843,3558133,"False",3557675,3557843,"False","False","False","False",-0.0137,0.0205,5.252e-05,0.9729,0.0365,0.0232,0.0408,2,0.0033,0.0057,0.0057,0
"chr2","-","RNASEH1","ENSG00000171865.10","s",3557895,3558333,3556904,3558133,"False",3556789,3556904,"False","False","False","False",0.012,0.0219,6.938e-05,0.9726,0.9583,0.0248,0.042,61,0.9833,0.0127,0.0148,98
"chr2","-","RNASEH1","ENSG00000171865.10","s",3557895,3558333,3556904,3557895,"False",3556789,3556904,"False","False","False","False",0.0015,0.0158,-2.494e-09,0.9994,0.0052,0.0089,0.0095,0,0.0133,0.0114,0.0137,1
"chr2","+","RPS7","ENSG00000171863.15","s",3575260,3575350,3575350,3575557,"False",3575557,3575684,"False","False","False","False",0,0.0144,9.123e-09,1,0.0015,0.0027,0.0027,0,9e-04,0.0016,0.0016,0
"chr2","+","RPS7","ENSG00000171863.15","s",3575260,3575350,3575350,3575592,"False",3575557,3575684,"False","False","False","False",8e-04,0.0157,-5.585e-08,0.9999,0.9877,0.0075,0.01,213,0.9887,0.0055,0.0079,363
"chr2","+","RPS7","ENSG00000171863.15","s",3575260,3575350,3575351,3575357,"True",3575358,3575448,"False","False","False","False",-6e-04,0.0155,-2.934e-08,0.9999,0.0108,0.007,0.0096,2,0.0104,0.0053,0.0077,3.5
"chr2","+","RPS7","ENSG00000171863.15","t",3575557,3575684,3575350,3575557,"False",3575260,3575350,"False","False","False","False",0,0.0144,-1.627e-08,1,8e-04,0.0019,0.0019,0,5e-04,0.0011,0.0012,0
"chr2","+","RPS7","ENSG00000171863.15","t",3575557,3575684,3575350,3575592,"False",3575260,3575350,"False","False","False","False",0.0135,0.0205,2.947e-09,0.9786,0.8939,0.0199,0.0254,213,0.9242,0.0133,0.0164,363
"chr2","+","RPS7","ENSG00000171863.15","t",3575557,3575684,3575448,3575592,"False",3575358,3575448,"False","False","False","False",-0.0066,0.0205,-6.585e-08,0.9904,0.0763,0.0172,0.0231,18,0.0641,0.0123,0.0155,25
"chr2","+","RPS7","ENSG00000171863.15","t",3575557,3575684,3575448,3575601,"False",3575358,3575448,"False","False","False","False",-8e-04,0.0149,-2.075e-08,1,0.0092,0.0062,0.0086,2,5e-04,0.0011,0.0012,0
"chr2","+","RPS7","ENSG00000171863.15","t",3575557,3575684,3575449,3575556,"True",3575358,3575448,"False","False","False","False",-0.0041,0.0167,-2.564e-08,0.9996,0.0197,0.009,0.0115,4.5,0.0107,0.0052,0.007,4
"chr2","+","RPS7","ENSG00000171863.15","s",3575817,3575888,3575888,3576487,"False",3576487,3576873,"False","False","False","False",0,0.0144,-2.345e-11,1,0.9987,9e-04,0.0011,1483,0.9963,0.0013,0.002,2065
"chr2","+","RPS7","ENSG00000171863.15","s",3575817,3575888,3575888,3576559,"False",3576487,3576873,"False","False","False","False",0,0.0144,-2.159e-11,1,8e-04,8e-04,0.001,1,0.003,0.0012,0.0019,6
"chr2","+","RPS7","ENSG00000171863.15","s",3575817,3575888,3575888,3576610,"False",3576487,3576873,"False","False","False","False",0,0.0144,-2.159e-11,1,2e-04,3e-04,3e-04,0,1e-04,2e-04,2e-04,0
"chr2","+","RPS7","ENSG00000171863.15","s",3575817,3575888,3575889,3576486,"True",3576487,3576873,"False","False","False","False",0,0.0144,-2.159e-11,1,3e-04,5e-04,5e-04,0.2,6e-04,5e-04,5e-04,0.9333
"chr2","+","RPS7","ENSG00000171863.15","s",3576487,3576873,3576630,3577710,"False",3577710,3577926,"False","False","False","False",0,0.0144,-2.159e-11,1,0.9993,6e-04,7e-04,1809,0.9994,5e-04,5e-04,2507
"chr2","+","RPS7","ENSG00000171863.15","s",3576487,3576873,3576874,3577709,"True",3577710,3577926,"False","False","False","False",0,0.0144,-2.159e-11,1,7e-04,6e-04,7e-04,0.8571,6e-04,5e-04,5e-04,1.0893
"chr2","+","RPS7","ENSG00000171863.15","s",3577710,3577926,3577774,3580110,"False",3579819,3580475,"False","False","False","False",0,0.0144,-2.16e-11,1,0.9984,0.001,0.0011,1542,0.9981,9e-04,0.001,2121
"chr2","+","RPS7","ENSG00000171863.15","s",3577710,3577926,3577927,3579818,"True",3579819,3580475,"False","False","False","False",0,0.0144,-2.159e-11,1,0.0016,0.001,0.0011,1.9381,0.0019,9e-04,0.001,3.4857
"chr2","+","RPS7","ENSG00000171863.15","s",3579819,3580475,3580260,3580805,"False",3580805,3580920,"False","False","False","False",0,0.0145,-8.747e-09,1,0.9917,0.0031,0.0036,830,0.9894,0.0031,0.0037,1054
"chr2","+","RPS7","ENSG00000171863.15","s",3579819,3580475,3580476,3580804,"True",3580805,3580920,"False","False","False","False",0,0.0145,4.545e-09,1,0.0083,0.0031,0.0036,6.4167,0.0106,0.0031,0.0037,10.75
"chr2","-","KIDINS220","ENSG00000134313.17","s",8778896,8779139,8778727,8778896,"False",8778639,8778727,"False","False","False","False",7e-04,0.0184,3.614e-06,0.9958,0.9753,0.0293,0.0307,26,0.9804,0.0234,0.0241,33
"chr2","-","KIDINS220","ENSG00000134313.17","s",8778896,8779139,8778719,8778896,"False",8778639,8778727,"False","False","False","False",-4e-04,0.0163,8.795e-07,0.9984,0.0123,0.0209,0.0217,0,0.0098,0.0167,0.017,0
"chr2","-","KIDINS220","ENSG00000134313.17","s",8778896,8779139,8778728,8778895,"True",8778639,8778727,"False","False","False","False",-4e-04,0.0163,8.795e-07,0.9984,0.0123,0.0209,0.0217,0,0.0098,0.0167,0.017,0
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9403475,9406905,9406905,9408113,"False",9408002,9408404,"False","False","False","False",0.0193,0.0301,0.001236,0.9225,0.0772,0.0256,0.0334,8,0.1347,0.0284,0.0378,19
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9403475,9406905,9406905,9407449,"False",9407030,9407598,"False","False","False","False",-0.0084,0.0251,0.0002616,0.968,0.8364,0.0354,0.0454,90,0.8037,0.033,0.0426,115
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9403475,9406905,9406906,9407029,"True",9407030,9407598,"False","False","False","False",-0.0064,0.0227,2.934e-06,0.981,0.0864,0.0269,0.0346,9,0.0616,0.02,0.025,8.5
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9408002,9408404,9407598,9408113,"False",9407030,9407598,"False","False","False","False",-0.0063,0.024,9.308e-06,0.9748,0.9105,0.0291,0.0386,86,0.9044,0.0205,0.0288,184
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9408002,9408404,9406905,9408113,"False",9403475,9406905,"False","False","False","False",0.0063,0.024,9.28e-06,0.9748,0.0895,0.0291,0.0386,8,0.0956,0.0205,0.0288,19
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9412068,9412717,9408205,9412269,"False",9408002,9408404,"False","False","False","False",5e-04,0.0148,3.729e-08,0.9999,0.9938,0.0088,0.0091,79,0.9967,0.0047,0.0048,150
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9412068,9412717,9408205,9412068,"False",9408002,9408404,"False","False","False","False",-5e-04,0.0148,3.039e-08,0.9999,0.0062,0.0088,0.0091,0,0.0033,0.0047,0.0048,0
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9412068,9412717,9412405,9423373,"False",9423373,9423528,"False","False","False","False",0.0065,0.0222,9.061e-09,0.9855,0.0502,0.018,0.0251,7,0.067,0.0165,0.0229,15
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9412068,9412717,9412405,9418626,"False",9418626,9418732,"False","False","False","False",-0.0018,0.0229,2.145e-07,0.9848,0.0708,0.0212,0.0315,10,0.0626,0.016,0.0226,14
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9412068,9412717,9412405,9414178,"False",9414178,9414256,"False","False","False","False",-0.0029,0.0244,2.796e-06,0.976,0.879,0.0269,0.0394,128,0.8705,0.0221,0.032,199
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9414178,9414256,9414256,9423373,"False",9423373,9423528,"False","False","False","False",0.0046,0.0194,-5.32e-08,0.9955,0.0173,0.0112,0.0159,2,0.0271,0.0115,0.0175,5
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9414178,9414256,9414256,9419990,"False",9419990,9420294,"False","False","False","False",-1e-04,0.0145,-5.679e-08,1,0.0025,0.0043,0.0044,0,0.0017,0.0029,0.003,0
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9414178,9414256,9414256,9418626,"False",9418626,9418732,"False","False","False","False",-0.0046,0.0198,2.477e-08,0.9949,0.9802,0.0119,0.0165,132,0.9712,0.0119,0.0177,191
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9418626,9418732,9414256,9418626,"False",9414178,9414256,"False","False","False","False",-1e-04,0.0232,6.557e-08,0.9839,0.9266,0.0217,0.0329,132,0.9296,0.0178,0.0252,191
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9418626,9418732,9412405,9418626,"False",9412068,9412717,"False","False","False","False",1e-04,0.0232,5.372e-08,0.9839,0.0734,0.0217,0.0329,10,0.0704,0.0178,0.0252,14
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9418626,9418732,9418732,9423373,"False",9423373,9423528,"False","False","False","False",0.0019,0.0231,3.668e-07,0.9834,0.7707,0.0303,0.037,147,0.7894,0.025,0.0377,209
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9418626,9418732,9418732,9422966,"False",9422802,9423250,"False","False","False","False",0.0023,0.0159,9.56e-09,0.9999,0.0063,0.0057,0.0079,1,0.0158,0.0077,0.0104,4
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9418626,9418732,9418732,9422802,"False",9422802,9423250,"False","False","False","False",0,0.0144,-1.928e-08,1,0.001,0.0023,0.0024,0,8e-04,0.0017,0.0017,0
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9418626,9418732,9418732,9422479,"False",9422479,9422660,"False","False","False","False",0.0015,0.0226,6.892e-08,0.9861,0.1476,0.0256,0.0331,28,0.1442,0.0215,0.0324,38
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9418626,9418732,9418732,9419990,"False",9419990,9420294,"False","False","False","False",-0.0095,0.0212,-5.639e-09,0.9836,0.0743,0.0189,0.0233,14,0.0498,0.0133,0.0173,13
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9422479,9422660,9420100,9422479,"False",9419990,9420294,"False","False","False","False",-0.0106,0.0451,0.01567,0.9436,0.2083,0.0668,0.0943,7,0.1444,0.0518,0.0741,6
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9422479,9422660,9418732,9422479,"False",9418626,9418732,"False","False","False","False",0.0106,0.0451,0.01567,0.9436,0.7917,0.0668,0.0943,28,0.8556,0.0518,0.0741,38
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9422479,9422660,9422660,9423278,"False",9423278,9423340,"False","False","False","False",-7e-04,0.0157,1.508e-08,0.9994,0.0102,0.0143,0.0145,0,0.0072,0.01,0.01,0
"chr2","-","ITGB1BP1","ENSG00000119185.13","t",9422479,9422660,9422661,9422801,"True",9422802,9423250,"False","False","False","False",7e-04,0.0157,-5.547e-08,0.9994,0.9898,0.0143,0.0145,47.8333,0.9928,0.01,0.01,68.8333
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9422802,9423250,9420100,9422966,"False",9419990,9420294,"False","False","False","False",0.0035,0.017,1.268e-08,0.9973,0.005,0.0099,0.0101,0,0.0167,0.0147,0.0215,1
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9422802,9423250,9418732,9422966,"False",9418626,9418732,"False","False","False","False",0.0105,0.022,7.844e-06,0.9765,0.0251,0.0219,0.0283,1,0.0568,0.0266,0.0366,4
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9422802,9423250,9418732,9422802,"False",9418626,9418732,"False","False","False","False",-3e-04,0.0149,1.256e-08,0.9998,0.005,0.0099,0.0101,0,0.0033,0.0066,0.0066,0
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9422802,9423250,9422661,9422801,"True",9422479,9422660,"False","False","False","False",-0.0121,0.0247,0.0003247,0.9612,0.9649,0.0258,0.0313,47.8333,0.9232,0.0306,0.0461,68.8333
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9423373,9423528,9420100,9423373,"False",9419990,9420294,"False","False","False","False",-0.0065,0.0207,-5.928e-08,0.9895,0.0557,0.0178,0.0257,9,0.0387,0.0125,0.0164,9
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9423373,9423528,9418732,9423373,"False",9418626,9418732,"False","False","False","False",-0.0052,0.023,3.172e-07,0.9813,0.887,0.0245,0.0339,147,0.8755,0.0213,0.028,209
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9423373,9423528,9414256,9423373,"False",9414178,9414256,"False","False","False","False",0.0035,0.0178,-7.917e-09,0.9988,0.0136,0.0089,0.0125,2,0.022,0.0095,0.0136,5
"chr2","-","ITGB1BP1","ENSG00000119185.13","s",9423373,9423528,9412405,9423373,"False",9412068,9412717,"False","False","False","False",0.0094,0.0216,2.862e-08,0.9838,0.0437,0.0158,0.0209,7,0.0638,0.0158,0.0227,15
"chr2","+","CPSF3","ENSG00000119203.14","s",9423651,9423823,9423823,9428765,"False",9428765,9428828,"False","False","False","False",-0.0156,0.0204,7.776e-07,0.9737,0.9889,0.0155,0.0167,44,0.9486,0.0212,0.0277,101
"chr2","+","CPSF3","ENSG00000119203.14","s",9423651,9423823,9423824,9423883,"True",9423884,9424960,"False","False","False","False",0.0156,0.0204,8.543e-07,0.9737,0.0111,0.0155,0.0167,0,0.0514,0.0212,0.0277,5
"chr2","+","CPSF3","ENSG00000119203.14","t",9428765,9428828,9423823,9428765,"False",9423651,9423823,"False","False","False","False",0.0012,0.0223,7.4e-06,0.9872,0.9638,0.0273,0.0387,44,0.9651,0.0178,0.0225,101
"chr2","+","CPSF3","ENSG00000119203.14","t",9428765,9428828,9424052,9428765,"False",9423884,9424960,"False","False","False","False",-2e-04,0.0218,4.104e-06,0.989,0.029,0.0245,0.0364,1,0.0317,0.017,0.0219,3
"chr2","+","CPSF3","ENSG00000119203.14","t",9428765,9428828,9424960,9428765,"False",9423884,9424960,"False","False","False","False",-8e-04,0.0151,1.578e-08,0.9996,0.0072,0.0124,0.0132,0,0.0032,0.0055,0.0055,0
"chr2","+","CPSF3","ENSG00000119203.14","s",9467707,9467975,9467776,9471343,"False",9471343,9471439,"False","False","False","False",-0.0015,0.0161,-3.348e-08,0.9992,0.9928,0.0101,0.0106,68,0.9851,0.012,0.0144,99
"chr2","+","CPSF3","ENSG00000119203.14","s",9467707,9467975,9467975,9471343,"False",9471343,9471439,"False","False","False","False",0.0015,0.0161,2.733e-08,0.9992,0.0072,0.0101,0.0106,0,0.0149,0.012,0.0144,1
"chr2","+","IAH1","ENSG00000134330.19","s",9474537,9474647,9474647,9475987,"False",9475674,9476039,"False","False","False","False",-0.001,0.0231,9.791e-08,0.9831,0.8876,0.0238,0.0342,155,0.8858,0.0188,0.0253,253
"chr2","+","IAH1","ENSG00000134330.19","s",9474537,9474647,9474647,9478222,"False",9478222,9478370,"False","False","False","False",-0.0016,0.0231,1.776e-08,0.9831,0.1048,0.0231,0.033,18,0.0991,0.0176,0.0245,28
"chr2","+","IAH1","ENSG00000134330.19","s",9474537,9474647,9474647,9478254,"False",9478222,9478370,"False","False","False","False",0.0016,0.0156,-7.225e-08,0.9999,0.0076,0.0066,0.0076,1,0.0152,0.0072,0.0096,4
"chr2","+","IAH1","ENSG00000134330.19","t",9475674,9476039,9473899,9475987,"False",9473658,9473899,"False","False","False","False",0,0.0144,-2.268e-08,1,0.0016,0.0032,0.0032,0,0.001,0.002,0.002,0
"chr2","+","IAH1","ENSG00000134330.19","t",9475674,9476039,9474647,9475987,"False",9474537,9474647,"False","False","False","False",1e-04,0.0145,5.629e-08,1,0.9952,0.0055,0.0056,155,0.997,0.0034,0.0035,253
"chr2","+","IAH1","ENSG00000134330.19","t",9475674,9476039,9475147,9475987,"False",9474858,9475217,"False","False","False","False",0,0.0144,-2.268e-08,1,0.0016,0.0032,0.0032,0,0.001,0.002,0.002,0
"chr2","+","IAH1","ENSG00000134330.19","t",9475674,9476039,9475217,9475987,"False",9474858,9475217,"False","False","False","False",0,0.0144,-2.268e-08,1,0.0016,0.0032,0.0032,0,0.001,0.002,0.002,0
"chr2","+","IAH1","ENSG00000134330.19","t",9478222,9478370,9473899,9478222,"False",9473658,9473899,"False","False","False","False",0,0.0144,-1.913e-08,1,0.001,0.0024,0.0024,0,6e-04,0.0014,0.0014,0
"chr2","+","IAH1","ENSG00000134330.19","t",9478222,9478370,9474647,9478222,"False",9474537,9474647,"False","False","False","False",-0.0033,0.0229,8.134e-09,0.9844,0.1069,0.0236,0.0352,18,0.0975,0.0174,0.0242,28
"chr2","+","IAH1","ENSG00000134330.19","t",9478222,9478370,9476039,9478222,"False",9475674,9476039,"False","False","False","False",-0.0022,0.0233,4.463e-08,0.9821,0.8775,0.0251,0.0376,149,0.8691,0.0198,0.0258,251
"chr2","+","IAH1","ENSG00000134330.19","t",9478222,9478370,9474647,9478254,"False",9474537,9474647,"False","False","False","False",0.0015,0.0156,3.447e-08,0.9999,0.0069,0.0063,0.0075,1,0.0144,0.007,0.0098,4
